,experiment,run,type,module,name,attrname,attrvalue,value
14393,ROWA,185,scalar,QBRD.client[4],# of aborted put,,,4312.0
14395,ROWA,185,scalar,QBRD.client[4],# of get responses,,,0.0
14404,ROWA,185,scalar,QBRD.client[4],# of get requests,,,3600.0
14449,ROWA,186,config,,,*.client[*].KEYSPACE_SIZE,3,
14457,ROWA,186,config,,,**.CLIENTS_NUMBER,5,
14489,ROWA,186,config,,,*.client[*].PUT_INTERVAL,500ms,
14444,ROWA,186,scalar,QBRD.client[0],# of put requests,,,7200.0
14445,ROWA,186,scalar,QBRD.client[0],# of get responses,,,0.0
14447,ROWA,186,scalar,QBRD.client[0],# of committed put,,,1715.0
14448,ROWA,186,scalar,QBRD.client[0],# of aborted put,,,5485.0
14462,ROWA,186,scalar,QBRD.client[0],# of get requests,,,3600.0
14452,ROWA,186,scalar,QBRD.client[1],# of get requests,,,3600.0
14456,ROWA,186,scalar,QBRD.client[1],# of put requests,,,7200.0
14458,ROWA,186,scalar,QBRD.client[1],# of get responses,,,0.0
14460,ROWA,186,scalar,QBRD.client[1],# of committed put,,,1674.0
14473,ROWA,186,scalar,QBRD.client[1],# of aborted put,,,5526.0
14439,ROWA,186,scalar,QBRD.client[2],# of get responses,,,0.0
14440,ROWA,186,scalar,QBRD.client[2],# of aborted put,,,5663.0
14441,ROWA,186,scalar,QBRD.client[2],# of committed put,,,1537.0
14442,ROWA,186,scalar,QBRD.client[2],# of get requests,,,3600.0
14443,ROWA,186,scalar,QBRD.client[2],# of put requests,,,7200.0
14434,ROWA,186,scalar,QBRD.client[3],# of aborted put,,,5731.0
14435,ROWA,186,scalar,QBRD.client[3],# of committed put,,,1469.0
14436,ROWA,186,scalar,QBRD.client[3],# of get responses,,,0.0
14437,ROWA,186,scalar,QBRD.client[3],# of get requests,,,3600.0
14438,ROWA,186,scalar,QBRD.client[3],# of put requests,,,7200.0
14451,ROWA,186,scalar,QBRD.client[4],# of committed put,,,1416.0
14453,ROWA,186,scalar,QBRD.client[4],# of get requests,,,3600.0
14454,ROWA,186,scalar,QBRD.client[4],# of put requests,,,7200.0
14461,ROWA,186,scalar,QBRD.client[4],# of aborted put,,,5784.0
14476,ROWA,186,scalar,QBRD.client[4],# of get responses,,,0.0
14491,ROWA,187,config,,,*.client[*].KEYSPACE_SIZE,2,
14505,ROWA,187,config,,,*.client[*].PUT_INTERVAL,500ms,
14537,ROWA,187,config,,,**.CLIENTS_NUMBER,5,
14496,ROWA,187,scalar,QBRD.client[0],# of aborted put,,,6583.0
14498,ROWA,187,scalar,QBRD.client[0],# of committed put,,,617.0
14503,ROWA,187,scalar,QBRD.client[0],# of put requests,,,7200.0
14504,ROWA,187,scalar,QBRD.client[0],# of get requests,,,3600.0
14521,ROWA,187,scalar,QBRD.client[0],# of get responses,,,0.0
14492,ROWA,187,scalar,QBRD.client[1],# of committed put,,,598.0
14493,ROWA,187,scalar,QBRD.client[1],# of get responses,,,0.0
14494,ROWA,187,scalar,QBRD.client[1],# of get requests,,,3600.0
14495,ROWA,187,scalar,QBRD.client[1],# of put requests,,,7200.0
14497,ROWA,187,scalar,QBRD.client[1],# of aborted put,,,6602.0
14506,ROWA,187,scalar,QBRD.client[2],# of put requests,,,7200.0
14508,ROWA,187,scalar,QBRD.client[2],# of get requests,,,3600.0
14509,ROWA,187,scalar,QBRD.client[2],# of get responses,,,0.0
14518,ROWA,187,scalar,QBRD.client[2],# of committed put,,,514.0
14526,ROWA,187,scalar,QBRD.client[2],# of aborted put,,,6686.0
14514,ROWA,187,scalar,QBRD.client[3],# of committed put,,,467.0
14525,ROWA,187,scalar,QBRD.client[3],# of aborted put,,,6733.0
14530,ROWA,187,scalar,QBRD.client[3],# of get responses,,,0.0
14532,ROWA,187,scalar,QBRD.client[3],# of put requests,,,7200.0
14533,ROWA,187,scalar,QBRD.client[3],# of get requests,,,3600.0
14490,ROWA,187,scalar,QBRD.client[4],# of put requests,,,7200.0
14499,ROWA,187,scalar,QBRD.client[4],# of committed put,,,440.0
14500,ROWA,187,scalar,QBRD.client[4],# of aborted put,,,6760.0
14507,ROWA,187,scalar,QBRD.client[4],# of get responses,,,0.0
14510,ROWA,187,scalar,QBRD.client[4],# of get requests,,,3600.0
14594,ROWA,188,config,,,*.client[*].KEYSPACE_SIZE,1,
14601,ROWA,188,config,,,**.CLIENTS_NUMBER,5,
14602,ROWA,188,config,,,*.client[*].PUT_INTERVAL,500ms,
14563,ROWA,188,scalar,QBRD.client[0],# of put requests,,,7200.0
14566,ROWA,188,scalar,QBRD.client[0],# of aborted put,,,7200.0
14567,ROWA,188,scalar,QBRD.client[0],# of committed put,,,0.0
14568,ROWA,188,scalar,QBRD.client[0],# of get responses,,,0.0
14574,ROWA,188,scalar,QBRD.client[0],# of get requests,,,3600.0
14554,ROWA,188,scalar,QBRD.client[1],# of put requests,,,7200.0
14556,ROWA,188,scalar,QBRD.client[1],# of aborted put,,,7200.0
14558,ROWA,188,scalar,QBRD.client[1],# of committed put,,,0.0
14564,ROWA,188,scalar,QBRD.client[1],# of get responses,,,0.0
14565,ROWA,188,scalar,QBRD.client[1],# of get requests,,,3600.0
14550,ROWA,188,scalar,QBRD.client[2],# of aborted put,,,7200.0
14552,ROWA,188,scalar,QBRD.client[2],# of committed put,,,0.0
14557,ROWA,188,scalar,QBRD.client[2],# of put requests,,,7200.0
14559,ROWA,188,scalar,QBRD.client[2],# of get responses,,,0.0
14560,ROWA,188,scalar,QBRD.client[2],# of get requests,,,3600.0
14555,ROWA,188,scalar,QBRD.client[3],# of aborted put,,,7200.0
14569,ROWA,188,scalar,QBRD.client[3],# of get requests,,,3600.0
14570,ROWA,188,scalar,QBRD.client[3],# of get responses,,,0.0
14571,ROWA,188,scalar,QBRD.client[3],# of committed put,,,0.0
14579,ROWA,188,scalar,QBRD.client[3],# of put requests,,,7200.0
14573,ROWA,188,scalar,QBRD.client[4],# of put requests,,,7200.0
14575,ROWA,188,scalar,QBRD.client[4],# of get requests,,,3600.0
14576,ROWA,188,scalar,QBRD.client[4],# of get responses,,,0.0
14577,ROWA,188,scalar,QBRD.client[4],# of committed put,,,0.0
14587,ROWA,188,scalar,QBRD.client[4],# of aborted put,,,7200.0
14642,ROWA,189,config,,,*.client[*].KEYSPACE_SIZE,50,
14644,ROWA,189,config,,,*.client[*].PUT_INTERVAL,300ms,
14645,ROWA,189,config,,,**.CLIENTS_NUMBER,5,
14610,ROWA,189,scalar,QBRD.client[0],# of get responses,,,0.0
14612,ROWA,189,scalar,QBRD.client[0],# of committed put,,,10661.0
14613,ROWA,189,scalar,QBRD.client[0],# of get requests,,,3600.0
14614,ROWA,189,scalar,QBRD.client[0],# of aborted put,,,1339.0
14620,ROWA,189,scalar,QBRD.client[0],# of put requests,,,12000.0
14616,ROWA,189,scalar,QBRD.client[1],# of get requests,,,3600.0
14617,ROWA,189,scalar,QBRD.client[1],# of get responses,,,0.0
14618,ROWA,189,scalar,QBRD.client[1],# of aborted put,,,1350.0
14619,ROWA,189,scalar,QBRD.client[1],# of committed put,,,10650.0
14621,ROWA,189,scalar,QBRD.client[1],# of put requests,,,12000.0
14611,ROWA,189,scalar,QBRD.client[2],# of committed put,,,10662.0
14615,ROWA,189,scalar,QBRD.client[2],# of get requests,,,3600.0
14624,ROWA,189,scalar,QBRD.client[2],# of aborted put,,,1338.0
14628,ROWA,189,scalar,QBRD.client[2],# of get responses,,,0.0
14630,ROWA,189,scalar,QBRD.client[2],# of put requests,,,12000.0
14622,ROWA,189,scalar,QBRD.client[3],# of get requests,,,3600.0
14625,ROWA,189,scalar,QBRD.client[3],# of put requests,,,12000.0
14654,ROWA,189,scalar,QBRD.client[3],# of get responses,,,0.0
14655,ROWA,189,scalar,QBRD.client[3],# of committed put,,,10670.0
14656,ROWA,189,scalar,QBRD.client[3],# of aborted put,,,1330.0
14623,ROWA,189,scalar,QBRD.client[4],# of get requests,,,3600.0
14638,ROWA,189,scalar,QBRD.client[4],# of put requests,,,12000.0
14640,ROWA,189,scalar,QBRD.client[4],# of committed put,,,10598.0
14659,ROWA,189,scalar,QBRD.client[4],# of get responses,,,0.0
14667,ROWA,189,scalar,QBRD.client[4],# of aborted put,,,1402.0
14682,ROWA,190,config,,,*.client[*].PUT_INTERVAL,300ms,
14696,ROWA,190,config,,,**.CLIENTS_NUMBER,5,
14719,ROWA,190,config,,,*.client[*].KEYSPACE_SIZE,40,
14691,ROWA,190,scalar,QBRD.client[0],# of put requests,,,12000.0
14692,ROWA,190,scalar,QBRD.client[0],# of aborted put,,,1642.0
14697,ROWA,190,scalar,QBRD.client[0],# of committed put,,,10358.0
14698,ROWA,190,scalar,QBRD.client[0],# of get requests,,,3600.0
14709,ROWA,190,scalar,QBRD.client[0],# of get responses,,,0.0
14670,ROWA,190,scalar,QBRD.client[1],# of get requests,,,3600.0
14671,ROWA,190,scalar,QBRD.client[1],# of get responses,,,0.0
14672,ROWA,190,scalar,QBRD.client[1],# of committed put,,,10327.0
14674,ROWA,190,scalar,QBRD.client[1],# of aborted put,,,1673.0
14681,ROWA,190,scalar,QBRD.client[1],# of put requests,,,12000.0
14675,ROWA,190,scalar,QBRD.client[2],# of put requests,,,12000.0
14676,ROWA,190,scalar,QBRD.client[2],# of get requests,,,3600.0
14707,ROWA,190,scalar,QBRD.client[2],# of aborted put,,,1746.0
14708,ROWA,190,scalar,QBRD.client[2],# of committed put,,,10254.0
14712,ROWA,190,scalar,QBRD.client[2],# of get responses,,,0.0
14677,ROWA,190,scalar,QBRD.client[3],# of get responses,,,0.0
14678,ROWA,190,scalar,QBRD.client[3],# of get requests,,,3600.0
14679,ROWA,190,scalar,QBRD.client[3],# of committed put,,,10295.0
14694,ROWA,190,scalar,QBRD.client[3],# of aborted put,,,1705.0
14706,ROWA,190,scalar,QBRD.client[3],# of put requests,,,12000.0
14683,ROWA,190,scalar,QBRD.client[4],# of get requests,,,3600.0
14689,ROWA,190,scalar,QBRD.client[4],# of aborted put,,,1676.0
14690,ROWA,190,scalar,QBRD.client[4],# of committed put,,,10324.0
14693,ROWA,190,scalar,QBRD.client[4],# of put requests,,,12000.0
14703,ROWA,190,scalar,QBRD.client[4],# of get responses,,,0.0
14730,ROWA,191,config,,,*.client[*].KEYSPACE_SIZE,30,
14765,ROWA,191,config,,,**.CLIENTS_NUMBER,5,
14789,ROWA,191,config,,,*.client[*].PUT_INTERVAL,300ms,
14745,ROWA,191,scalar,QBRD.client[0],# of put requests,,,12000.0
14746,ROWA,191,scalar,QBRD.client[0],# of get requests,,,3600.0
14747,ROWA,191,scalar,QBRD.client[0],# of get responses,,,0.0
14749,ROWA,191,scalar,QBRD.client[0],# of committed put,,,9879.0
14758,ROWA,191,scalar,QBRD.client[0],# of aborted put,,,2121.0
14750,ROWA,191,scalar,QBRD.client[1],# of put requests,,,12000.0
14751,ROWA,191,scalar,QBRD.client[1],# of get requests,,,3600.0
14752,ROWA,191,scalar,QBRD.client[1],# of get responses,,,0.0
14753,ROWA,191,scalar,QBRD.client[1],# of committed put,,,9807.0
14754,ROWA,191,scalar,QBRD.client[1],# of aborted put,,,2193.0
14739,ROWA,191,scalar,QBRD.client[2],# of aborted put,,,2175.0
14740,ROWA,191,scalar,QBRD.client[2],# of get responses,,,0.0
14748,ROWA,191,scalar,QBRD.client[2],# of committed put,,,9825.0
14755,ROWA,191,scalar,QBRD.client[2],# of put requests,,,12000.0
14756,ROWA,191,scalar,QBRD.client[2],# of get requests,,,3600.0
14733,ROWA,191,scalar,QBRD.client[3],# of aborted put,,,2237.0
14734,ROWA,191,scalar,QBRD.client[3],# of committed put,,,9763.0
14735,ROWA,191,scalar,QBRD.client[3],# of get responses,,,0.0
14736,ROWA,191,scalar,QBRD.client[3],# of get requests,,,3600.0
14760,ROWA,191,scalar,QBRD.client[3],# of put requests,,,12000.0
14731,ROWA,191,scalar,QBRD.client[4],# of get requests,,,3600.0
14732,ROWA,191,scalar,QBRD.client[4],# of put requests,,,12000.0
14737,ROWA,191,scalar,QBRD.client[4],# of committed put,,,9727.0
14738,ROWA,191,scalar,QBRD.client[4],# of get responses,,,0.0
14759,ROWA,191,scalar,QBRD.client[4],# of aborted put,,,2273.0
14821,ROWA,192,config,,,*.client[*].PUT_INTERVAL,300ms,
14822,ROWA,192,config,,,**.CLIENTS_NUMBER,5,
14847,ROWA,192,config,,,*.client[*].KEYSPACE_SIZE,20,
14790,ROWA,192,scalar,QBRD.client[0],# of committed put,,,8957.0
14791,ROWA,192,scalar,QBRD.client[0],# of aborted put,,,3043.0
14795,ROWA,192,scalar,QBRD.client[0],# of get responses,,,0.0
14817,ROWA,192,scalar,QBRD.client[0],# of get requests,,,3600.0
14818,ROWA,192,scalar,QBRD.client[0],# of put requests,,,12000.0
14792,ROWA,192,scalar,QBRD.client[1],# of put requests,,,12000.0
14800,ROWA,192,scalar,QBRD.client[1],# of get requests,,,3600.0
14801,ROWA,192,scalar,QBRD.client[1],# of get responses,,,0.0
14803,ROWA,192,scalar,QBRD.client[1],# of committed put,,,9029.0
14816,ROWA,192,scalar,QBRD.client[1],# of aborted put,,,2971.0
14796,ROWA,192,scalar,QBRD.client[2],# of get responses,,,0.0
14804,ROWA,192,scalar,QBRD.client[2],# of put requests,,,12000.0
14805,ROWA,192,scalar,QBRD.client[2],# of get requests,,,3600.0
14806,ROWA,192,scalar,QBRD.client[2],# of committed put,,,8929.0
14808,ROWA,192,scalar,QBRD.client[2],# of aborted put,,,3071.0
14809,ROWA,192,scalar,QBRD.client[3],# of put requests,,,12000.0
14811,ROWA,192,scalar,QBRD.client[3],# of get responses,,,0.0
14812,ROWA,192,scalar,QBRD.client[3],# of committed put,,,8886.0
14813,ROWA,192,scalar,QBRD.client[3],# of aborted put,,,3114.0
14829,ROWA,192,scalar,QBRD.client[3],# of get requests,,,3600.0
14793,ROWA,192,scalar,QBRD.client[4],# of committed put,,,8893.0
14794,ROWA,192,scalar,QBRD.client[4],# of aborted put,,,3107.0
14814,ROWA,192,scalar,QBRD.client[4],# of put requests,,,12000.0
14815,ROWA,192,scalar,QBRD.client[4],# of get requests,,,3600.0
14832,ROWA,192,scalar,QBRD.client[4],# of get responses,,,0.0
14890,ROWA,193,config,,,*.client[*].KEYSPACE_SIZE,10,
14902,ROWA,193,config,,,**.CLIENTS_NUMBER,5,
14903,ROWA,193,config,,,*.client[*].PUT_INTERVAL,300ms,
14853,ROWA,193,scalar,QBRD.client[0],# of put requests,,,12000.0
14854,ROWA,193,scalar,QBRD.client[0],# of committed put,,,6868.0
14855,ROWA,193,scalar,QBRD.client[0],# of get requests,,,3600.0
14856,ROWA,193,scalar,QBRD.client[0],# of get responses,,,0.0
14858,ROWA,193,scalar,QBRD.client[0],# of aborted put,,,5132.0
14852,ROWA,193,scalar,QBRD.client[1],# of put requests,,,12000.0
14860,ROWA,193,scalar,QBRD.client[1],# of get requests,,,3600.0
14861,ROWA,193,scalar,QBRD.client[1],# of get responses,,,0.0
14863,ROWA,193,scalar,QBRD.client[1],# of committed put,,,6870.0
14876,ROWA,193,scalar,QBRD.client[1],# of aborted put,,,5130.0
14864,ROWA,193,scalar,QBRD.client[2],# of put requests,,,12000.0
14865,ROWA,193,scalar,QBRD.client[2],# of get requests,,,3600.0
14866,ROWA,193,scalar,QBRD.client[2],# of get responses,,,0.0
14867,ROWA,193,scalar,QBRD.client[2],# of committed put,,,6752.0
14869,ROWA,193,scalar,QBRD.client[2],# of aborted put,,,5248.0
14851,ROWA,193,scalar,QBRD.client[3],# of get responses,,,0.0
14870,ROWA,193,scalar,QBRD.client[3],# of aborted put,,,5365.0
14892,ROWA,193,scalar,QBRD.client[3],# of get requests,,,3600.0
14896,ROWA,193,scalar,QBRD.client[3],# of committed put,,,6635.0
14904,ROWA,193,scalar,QBRD.client[3],# of put requests,,,12000.0
14850,ROWA,193,scalar,QBRD.client[4],# of get responses,,,0.0
14862,ROWA,193,scalar,QBRD.client[4],# of get requests,,,3600.0
14873,ROWA,193,scalar,QBRD.client[4],# of committed put,,,6632.0
14877,ROWA,193,scalar,QBRD.client[4],# of put requests,,,12000.0
14884,ROWA,193,scalar,QBRD.client[4],# of aborted put,,,5368.0
14961,ROWA,194,config,,,**.CLIENTS_NUMBER,5,
14962,ROWA,194,config,,,*.client[*].PUT_INTERVAL,300ms,
14963,ROWA,194,config,,,*.client[*].KEYSPACE_SIZE,5,
14916,ROWA,194,scalar,QBRD.client[0],# of get responses,,,0.0
14924,ROWA,194,scalar,QBRD.client[0],# of put requests,,,12000.0
14935,ROWA,194,scalar,QBRD.client[0],# of aborted put,,,7785.0
14940,ROWA,194,scalar,QBRD.client[0],# of get requests,,,3600.0
14941,ROWA,194,scalar,QBRD.client[0],# of committed put,,,4215.0
14918,ROWA,194,scalar,QBRD.client[1],# of committed put,,,4123.0
14925,ROWA,194,scalar,QBRD.client[1],# of aborted put,,,7877.0
14927,ROWA,194,scalar,QBRD.client[1],# of put requests,,,12000.0
14928,ROWA,194,scalar,QBRD.client[1],# of get requests,,,3600.0
14950,ROWA,194,scalar,QBRD.client[1],# of get responses,,,0.0
14912,ROWA,194,scalar,QBRD.client[2],# of aborted put,,,8041.0
14913,ROWA,194,scalar,QBRD.client[2],# of committed put,,,3959.0
14914,ROWA,194,scalar,QBRD.client[2],# of get responses,,,0.0
14915,ROWA,194,scalar,QBRD.client[2],# of get requests,,,3600.0
14917,ROWA,194,scalar,QBRD.client[2],# of put requests,,,12000.0
14910,ROWA,194,scalar,QBRD.client[3],# of aborted put,,,8009.0
14911,ROWA,194,scalar,QBRD.client[3],# of put requests,,,12000.0
14931,ROWA,194,scalar,QBRD.client[3],# of get requests,,,3600.0
14932,ROWA,194,scalar,QBRD.client[3],# of committed put,,,3991.0
14933,ROWA,194,scalar,QBRD.client[3],# of get responses,,,0.0
14919,ROWA,194,scalar,QBRD.client[4],# of put requests,,,12000.0
14920,ROWA,194,scalar,QBRD.client[4],# of get requests,,,3600.0
14921,ROWA,194,scalar,QBRD.client[4],# of get responses,,,0.0
14922,ROWA,194,scalar,QBRD.client[4],# of committed put,,,3952.0
14923,ROWA,194,scalar,QBRD.client[4],# of aborted put,,,8048.0
14992,ROWA,195,config,,,**.CLIENTS_NUMBER,5,
14993,ROWA,195,config,,,*.client[*].PUT_INTERVAL,300ms,
14995,ROWA,195,config,,,*.client[*].KEYSPACE_SIZE,3,
14999,ROWA,195,scalar,QBRD.client[0],# of get responses,,,0.0
15002,ROWA,195,scalar,QBRD.client[0],# of aborted put,,,9610.0
15003,ROWA,195,scalar,QBRD.client[0],# of committed put,,,2390.0
15007,ROWA,195,scalar,QBRD.client[0],# of get requests,,,3600.0
15009,ROWA,195,scalar,QBRD.client[0],# of put requests,,,12000.0
14971,ROWA,195,scalar,QBRD.client[1],# of aborted put,,,9696.0
14994,ROWA,195,scalar,QBRD.client[1],# of committed put,,,2304.0
14998,ROWA,195,scalar,QBRD.client[1],# of get responses,,,0.0
15000,ROWA,195,scalar,QBRD.client[1],# of get requests,,,3600.0
15001,ROWA,195,scalar,QBRD.client[1],# of put requests,,,12000.0
14979,ROWA,195,scalar,QBRD.client[2],# of get requests,,,3600.0
14980,ROWA,195,scalar,QBRD.client[2],# of put requests,,,12000.0
14982,ROWA,195,scalar,QBRD.client[2],# of committed put,,,2209.0
14984,ROWA,195,scalar,QBRD.client[2],# of get responses,,,0.0
15004,ROWA,195,scalar,QBRD.client[2],# of aborted put,,,9791.0
14972,ROWA,195,scalar,QBRD.client[3],# of put requests,,,12000.0
14973,ROWA,195,scalar,QBRD.client[3],# of get requests,,,3600.0
14974,ROWA,195,scalar,QBRD.client[3],# of get responses,,,0.0
14975,ROWA,195,scalar,QBRD.client[3],# of aborted put,,,9907.0
14983,ROWA,195,scalar,QBRD.client[3],# of committed put,,,2093.0
14970,ROWA,195,scalar,QBRD.client[4],# of put requests,,,12000.0
14977,ROWA,195,scalar,QBRD.client[4],# of get requests,,,3600.0
14981,ROWA,195,scalar,QBRD.client[4],# of committed put,,,2035.0
15008,ROWA,195,scalar,QBRD.client[4],# of aborted put,,,9965.0
15017,ROWA,195,scalar,QBRD.client[4],# of get responses,,,0.0
15066,ROWA,196,config,,,**.CLIENTS_NUMBER,5,
15067,ROWA,196,config,,,*.client[*].PUT_INTERVAL,300ms,
15084,ROWA,196,config,,,*.client[*].KEYSPACE_SIZE,2,
15032,ROWA,196,scalar,QBRD.client[0],# of committed put,,,1262.0
15054,ROWA,196,scalar,QBRD.client[0],# of get requests,,,3600.0
15060,ROWA,196,scalar,QBRD.client[0],# of get responses,,,0.0
15071,ROWA,196,scalar,QBRD.client[0],# of aborted put,,,10738.0
15072,ROWA,196,scalar,QBRD.client[0],# of put requests,,,12000.0
15034,ROWA,196,scalar,QBRD.client[1],# of put requests,,,12000.0
15046,ROWA,196,scalar,QBRD.client[1],# of get requests,,,3600.0
15047,ROWA,196,scalar,QBRD.client[1],# of aborted put,,,10778.0
15048,ROWA,196,scalar,QBRD.client[1],# of committed put,,,1222.0
15049,ROWA,196,scalar,QBRD.client[1],# of get responses,,,0.0
15030,ROWA,196,scalar,QBRD.client[2],# of aborted put,,,10843.0
15031,ROWA,196,scalar,QBRD.client[2],# of committed put,,,1157.0
15037,ROWA,196,scalar,QBRD.client[2],# of get responses,,,0.0
15044,ROWA,196,scalar,QBRD.client[2],# of get requests,,,3600.0
15045,ROWA,196,scalar,QBRD.client[2],# of put requests,,,12000.0
15035,ROWA,196,scalar,QBRD.client[3],# of aborted put,,,10889.0
15036,ROWA,196,scalar,QBRD.client[3],# of put requests,,,12000.0
15038,ROWA,196,scalar,QBRD.client[3],# of get requests,,,3600.0
15040,ROWA,196,scalar,QBRD.client[3],# of committed put,,,1111.0
15050,ROWA,196,scalar,QBRD.client[3],# of get responses,,,0.0
15033,ROWA,196,scalar,QBRD.client[4],# of aborted put,,,11029.0
15039,ROWA,196,scalar,QBRD.client[4],# of get responses,,,0.0
15042,ROWA,196,scalar,QBRD.client[4],# of put requests,,,12000.0
15043,ROWA,196,scalar,QBRD.client[4],# of get requests,,,3600.0
15055,ROWA,196,scalar,QBRD.client[4],# of committed put,,,971.0
15101,ROWA,197,config,,,*.client[*].KEYSPACE_SIZE,1,
15108,ROWA,197,config,,,**.CLIENTS_NUMBER,5,
15112,ROWA,197,config,,,*.client[*].PUT_INTERVAL,300ms,
15100,ROWA,197,scalar,QBRD.client[0],# of put requests,,,12000.0
15109,ROWA,197,scalar,QBRD.client[0],# of aborted put,,,11456.0
15110,ROWA,197,scalar,QBRD.client[0],# of committed put,,,544.0
15111,ROWA,197,scalar,QBRD.client[0],# of get responses,,,0.0
15118,ROWA,197,scalar,QBRD.client[0],# of get requests,,,3600.0
15095,ROWA,197,scalar,QBRD.client[1],# of committed put,,,552.0
15097,ROWA,197,scalar,QBRD.client[1],# of get responses,,,0.0
15098,ROWA,197,scalar,QBRD.client[1],# of get requests,,,3600.0
15124,ROWA,197,scalar,QBRD.client[1],# of put requests,,,12000.0
15125,ROWA,197,scalar,QBRD.client[1],# of aborted put,,,11448.0
15090,ROWA,197,scalar,QBRD.client[2],# of aborted put,,,11509.0
15091,ROWA,197,scalar,QBRD.client[2],# of committed put,,,491.0
15092,ROWA,197,scalar,QBRD.client[2],# of get responses,,,0.0
15093,ROWA,197,scalar,QBRD.client[2],# of get requests,,,3600.0
15094,ROWA,197,scalar,QBRD.client[2],# of put requests,,,12000.0
15096,ROWA,197,scalar,QBRD.client[3],# of committed put,,,372.0
15099,ROWA,197,scalar,QBRD.client[3],# of put requests,,,12000.0
15115,ROWA,197,scalar,QBRD.client[3],# of aborted put,,,11628.0
15123,ROWA,197,scalar,QBRD.client[3],# of get responses,,,0.0
