,experiment,run,type,module,name,attrname,attrvalue,value
13545,ROWA,171,scalar,QBRD.client[4],# of put requests,,,3600.0
13625,ROWA,172,config,,,*.client[*].PUT_INTERVAL,1000ms,
13626,ROWA,172,config,,,**.CLIENTS_NUMBER,5,
13632,ROWA,172,config,,,*.client[*].KEYSPACE_SIZE,40,
13592,ROWA,172,scalar,QBRD.client[0],# of put requests,,,3600.0
13593,ROWA,172,scalar,QBRD.client[0],# of get requests,,,3600.0
13594,ROWA,172,scalar,QBRD.client[0],# of aborted put,,,337.0
13605,ROWA,172,scalar,QBRD.client[0],# of get responses,,,0.0
13619,ROWA,172,scalar,QBRD.client[0],# of committed put,,,3263.0
13596,ROWA,172,scalar,QBRD.client[1],# of put requests,,,3600.0
13597,ROWA,172,scalar,QBRD.client[1],# of get requests,,,3600.0
13598,ROWA,172,scalar,QBRD.client[1],# of get responses,,,0.0
13599,ROWA,172,scalar,QBRD.client[1],# of committed put,,,3277.0
13600,ROWA,172,scalar,QBRD.client[1],# of aborted put,,,323.0
13590,ROWA,172,scalar,QBRD.client[2],# of committed put,,,3252.0
13601,ROWA,172,scalar,QBRD.client[2],# of put requests,,,3600.0
13604,ROWA,172,scalar,QBRD.client[2],# of get requests,,,3600.0
13606,ROWA,172,scalar,QBRD.client[2],# of get responses,,,0.0
13607,ROWA,172,scalar,QBRD.client[2],# of aborted put,,,348.0
13608,ROWA,172,scalar,QBRD.client[3],# of put requests,,,3600.0
13609,ROWA,172,scalar,QBRD.client[3],# of get requests,,,3600.0
13610,ROWA,172,scalar,QBRD.client[3],# of get responses,,,0.0
13611,ROWA,172,scalar,QBRD.client[3],# of committed put,,,3221.0
13614,ROWA,172,scalar,QBRD.client[3],# of aborted put,,,379.0
13591,ROWA,172,scalar,QBRD.client[4],# of committed put,,,3243.0
13602,ROWA,172,scalar,QBRD.client[4],# of aborted put,,,357.0
13603,ROWA,172,scalar,QBRD.client[4],# of get responses,,,0.0
13615,ROWA,172,scalar,QBRD.client[4],# of put requests,,,3600.0
13616,ROWA,172,scalar,QBRD.client[4],# of get requests,,,3600.0
13684,ROWA,173,config,,,**.CLIENTS_NUMBER,5,
13686,ROWA,173,config,,,*.client[*].PUT_INTERVAL,1000ms,
13709,ROWA,173,config,,,*.client[*].KEYSPACE_SIZE,30,
13655,ROWA,173,scalar,QBRD.client[0],# of aborted put,,,455.0
13656,ROWA,173,scalar,QBRD.client[0],# of put requests,,,3600.0
13671,ROWA,173,scalar,QBRD.client[0],# of committed put,,,3145.0
13672,ROWA,173,scalar,QBRD.client[0],# of get responses,,,0.0
13673,ROWA,173,scalar,QBRD.client[0],# of get requests,,,3600.0
13659,ROWA,173,scalar,QBRD.client[1],# of get requests,,,3600.0
13660,ROWA,173,scalar,QBRD.client[1],# of get responses,,,0.0
13661,ROWA,173,scalar,QBRD.client[1],# of committed put,,,3147.0
13663,ROWA,173,scalar,QBRD.client[1],# of aborted put,,,453.0
13693,ROWA,173,scalar,QBRD.client[1],# of put requests,,,3600.0
13664,ROWA,173,scalar,QBRD.client[2],# of get requests,,,3600.0
13674,ROWA,173,scalar,QBRD.client[2],# of get responses,,,0.0
13676,ROWA,173,scalar,QBRD.client[2],# of put requests,,,3600.0
13701,ROWA,173,scalar,QBRD.client[2],# of committed put,,,3149.0
13705,ROWA,173,scalar,QBRD.client[2],# of aborted put,,,451.0
13657,ROWA,173,scalar,QBRD.client[3],# of get responses,,,0.0
13662,ROWA,173,scalar,QBRD.client[3],# of aborted put,,,472.0
13670,ROWA,173,scalar,QBRD.client[3],# of committed put,,,3128.0
13675,ROWA,173,scalar,QBRD.client[3],# of get requests,,,3600.0
13677,ROWA,173,scalar,QBRD.client[3],# of put requests,,,3600.0
13650,ROWA,173,scalar,QBRD.client[4],# of put requests,,,3600.0
13651,ROWA,173,scalar,QBRD.client[4],# of get requests,,,3600.0
13652,ROWA,173,scalar,QBRD.client[4],# of get responses,,,0.0
13653,ROWA,173,scalar,QBRD.client[4],# of committed put,,,3165.0
13654,ROWA,173,scalar,QBRD.client[4],# of aborted put,,,435.0
13750,ROWA,174,config,,,*.client[*].PUT_INTERVAL,1000ms,
13751,ROWA,174,config,,,**.CLIENTS_NUMBER,5,
13761,ROWA,174,config,,,*.client[*].KEYSPACE_SIZE,20,
13711,ROWA,174,scalar,QBRD.client[0],# of get responses,,,0.0
13729,ROWA,174,scalar,QBRD.client[0],# of get requests,,,3600.0
13731,ROWA,174,scalar,QBRD.client[0],# of committed put,,,2991.0
13732,ROWA,174,scalar,QBRD.client[0],# of aborted put,,,609.0
13734,ROWA,174,scalar,QBRD.client[0],# of put requests,,,3600.0
13718,ROWA,174,scalar,QBRD.client[1],# of aborted put,,,677.0
13719,ROWA,174,scalar,QBRD.client[1],# of committed put,,,2923.0
13721,ROWA,174,scalar,QBRD.client[1],# of get responses,,,0.0
13722,ROWA,174,scalar,QBRD.client[1],# of get requests,,,3600.0
13723,ROWA,174,scalar,QBRD.client[1],# of put requests,,,3600.0
13714,ROWA,174,scalar,QBRD.client[2],# of aborted put,,,641.0
13715,ROWA,174,scalar,QBRD.client[2],# of get responses,,,0.0
13716,ROWA,174,scalar,QBRD.client[2],# of get requests,,,3600.0
13717,ROWA,174,scalar,QBRD.client[2],# of put requests,,,3600.0
13724,ROWA,174,scalar,QBRD.client[2],# of committed put,,,2959.0
13710,ROWA,174,scalar,QBRD.client[3],# of aborted put,,,680.0
13712,ROWA,174,scalar,QBRD.client[3],# of put requests,,,3600.0
13713,ROWA,174,scalar,QBRD.client[3],# of get responses,,,0.0
13725,ROWA,174,scalar,QBRD.client[3],# of get requests,,,3600.0
13743,ROWA,174,scalar,QBRD.client[3],# of committed put,,,2920.0
13726,ROWA,174,scalar,QBRD.client[4],# of get requests,,,3600.0
13739,ROWA,174,scalar,QBRD.client[4],# of aborted put,,,672.0
13740,ROWA,174,scalar,QBRD.client[4],# of committed put,,,2928.0
13745,ROWA,174,scalar,QBRD.client[4],# of put requests,,,3600.0
13767,ROWA,174,scalar,QBRD.client[4],# of get responses,,,0.0
13790,ROWA,175,config,,,*.client[*].KEYSPACE_SIZE,10,
13820,ROWA,175,config,,,**.CLIENTS_NUMBER,5,
13821,ROWA,175,config,,,*.client[*].PUT_INTERVAL,1000ms,
13783,ROWA,175,scalar,QBRD.client[0],# of get responses,,,0.0
13784,ROWA,175,scalar,QBRD.client[0],# of get requests,,,3600.0
13786,ROWA,175,scalar,QBRD.client[0],# of put requests,,,3600.0
13789,ROWA,175,scalar,QBRD.client[0],# of committed put,,,2426.0
13805,ROWA,175,scalar,QBRD.client[0],# of aborted put,,,1174.0
13779,ROWA,175,scalar,QBRD.client[1],# of put requests,,,3600.0
13800,ROWA,175,scalar,QBRD.client[1],# of aborted put,,,1160.0
13801,ROWA,175,scalar,QBRD.client[1],# of committed put,,,2440.0
13802,ROWA,175,scalar,QBRD.client[1],# of get responses,,,0.0
13803,ROWA,175,scalar,QBRD.client[1],# of get requests,,,3600.0
13772,ROWA,175,scalar,QBRD.client[2],# of aborted put,,,1189.0
13796,ROWA,175,scalar,QBRD.client[2],# of committed put,,,2411.0
13797,ROWA,175,scalar,QBRD.client[2],# of get responses,,,0.0
13798,ROWA,175,scalar,QBRD.client[2],# of get requests,,,3600.0
13799,ROWA,175,scalar,QBRD.client[2],# of put requests,,,3600.0
13770,ROWA,175,scalar,QBRD.client[3],# of aborted put,,,1204.0
13773,ROWA,175,scalar,QBRD.client[3],# of put requests,,,3600.0
13774,ROWA,175,scalar,QBRD.client[3],# of get requests,,,3600.0
13775,ROWA,175,scalar,QBRD.client[3],# of get responses,,,0.0
13776,ROWA,175,scalar,QBRD.client[3],# of committed put,,,2396.0
13771,ROWA,175,scalar,QBRD.client[4],# of get requests,,,3600.0
13780,ROWA,175,scalar,QBRD.client[4],# of put requests,,,3600.0
13782,ROWA,175,scalar,QBRD.client[4],# of aborted put,,,1245.0
13792,ROWA,175,scalar,QBRD.client[4],# of get responses,,,0.0
13807,ROWA,175,scalar,QBRD.client[4],# of committed put,,,2355.0
13835,ROWA,176,config,,,*.client[*].KEYSPACE_SIZE,5,
13840,ROWA,176,config,,,**.CLIENTS_NUMBER,5,
13841,ROWA,176,config,,,*.client[*].PUT_INTERVAL,1000ms,
13830,ROWA,176,scalar,QBRD.client[0],# of put requests,,,3600.0
13832,ROWA,176,scalar,QBRD.client[0],# of get requests,,,3600.0
13844,ROWA,176,scalar,QBRD.client[0],# of get responses,,,0.0
13845,ROWA,176,scalar,QBRD.client[0],# of committed put,,,1586.0
13846,ROWA,176,scalar,QBRD.client[0],# of aborted put,,,2014.0
13849,ROWA,176,scalar,QBRD.client[1],# of put requests,,,3600.0
13850,ROWA,176,scalar,QBRD.client[1],# of get requests,,,3600.0
13851,ROWA,176,scalar,QBRD.client[1],# of get responses,,,0.0
13852,ROWA,176,scalar,QBRD.client[1],# of committed put,,,1560.0
13853,ROWA,176,scalar,QBRD.client[1],# of aborted put,,,2040.0
13854,ROWA,176,scalar,QBRD.client[2],# of put requests,,,3600.0
13855,ROWA,176,scalar,QBRD.client[2],# of get requests,,,3600.0
13856,ROWA,176,scalar,QBRD.client[2],# of get responses,,,0.0
13857,ROWA,176,scalar,QBRD.client[2],# of committed put,,,1520.0
13858,ROWA,176,scalar,QBRD.client[2],# of aborted put,,,2080.0
13833,ROWA,176,scalar,QBRD.client[3],# of aborted put,,,2085.0
13834,ROWA,176,scalar,QBRD.client[3],# of get responses,,,0.0
13859,ROWA,176,scalar,QBRD.client[3],# of put requests,,,3600.0
13860,ROWA,176,scalar,QBRD.client[3],# of get requests,,,3600.0
13862,ROWA,176,scalar,QBRD.client[3],# of committed put,,,1515.0
13864,ROWA,176,scalar,QBRD.client[4],# of put requests,,,3600.0
13865,ROWA,176,scalar,QBRD.client[4],# of get requests,,,3600.0
13866,ROWA,176,scalar,QBRD.client[4],# of get responses,,,0.0
13867,ROWA,176,scalar,QBRD.client[4],# of committed put,,,1459.0
13875,ROWA,176,scalar,QBRD.client[4],# of aborted put,,,2141.0
13923,ROWA,177,config,,,**.CLIENTS_NUMBER,5,
13924,ROWA,177,config,,,*.client[*].PUT_INTERVAL,1000ms,
13926,ROWA,177,config,,,*.client[*].KEYSPACE_SIZE,3,
13890,ROWA,177,scalar,QBRD.client[0],# of aborted put,,,2783.0
13903,ROWA,177,scalar,QBRD.client[0],# of get requests,,,3600.0
13904,ROWA,177,scalar,QBRD.client[0],# of put requests,,,3600.0
13905,ROWA,177,scalar,QBRD.client[0],# of get responses,,,0.0
13906,ROWA,177,scalar,QBRD.client[0],# of committed put,,,817.0
13900,ROWA,177,scalar,QBRD.client[1],# of committed put,,,785.0
13901,ROWA,177,scalar,QBRD.client[1],# of put requests,,,3600.0
13919,ROWA,177,scalar,QBRD.client[1],# of get requests,,,3600.0
13930,ROWA,177,scalar,QBRD.client[1],# of get responses,,,0.0
13931,ROWA,177,scalar,QBRD.client[1],# of aborted put,,,2815.0
13895,ROWA,177,scalar,QBRD.client[2],# of aborted put,,,2788.0
13896,ROWA,177,scalar,QBRD.client[2],# of committed put,,,812.0
13897,ROWA,177,scalar,QBRD.client[2],# of get responses,,,0.0
13898,ROWA,177,scalar,QBRD.client[2],# of get requests,,,3600.0
13899,ROWA,177,scalar,QBRD.client[2],# of put requests,,,3600.0
13891,ROWA,177,scalar,QBRD.client[3],# of committed put,,,735.0
13892,ROWA,177,scalar,QBRD.client[3],# of get responses,,,0.0
13893,ROWA,177,scalar,QBRD.client[3],# of get requests,,,3600.0
13894,ROWA,177,scalar,QBRD.client[3],# of put requests,,,3600.0
13910,ROWA,177,scalar,QBRD.client[3],# of aborted put,,,2865.0
13907,ROWA,177,scalar,QBRD.client[4],# of aborted put,,,2875.0
13908,ROWA,177,scalar,QBRD.client[4],# of committed put,,,725.0
13909,ROWA,177,scalar,QBRD.client[4],# of get responses,,,0.0
13912,ROWA,177,scalar,QBRD.client[4],# of put requests,,,3600.0
13933,ROWA,177,scalar,QBRD.client[4],# of get requests,,,3600.0
14002,ROWA,178,config,,,**.CLIENTS_NUMBER,5,
14004,ROWA,178,config,,,*.client[*].PUT_INTERVAL,1000ms,
14005,ROWA,178,config,,,*.client[*].KEYSPACE_SIZE,2,
13950,ROWA,178,scalar,QBRD.client[0],# of committed put,,,342.0
13952,ROWA,178,scalar,QBRD.client[0],# of aborted put,,,3258.0
13953,ROWA,178,scalar,QBRD.client[0],# of get requests,,,3600.0
13954,ROWA,178,scalar,QBRD.client[0],# of put requests,,,3600.0
13962,ROWA,178,scalar,QBRD.client[0],# of get responses,,,0.0
13951,ROWA,178,scalar,QBRD.client[1],# of put requests,,,3600.0
13955,ROWA,178,scalar,QBRD.client[1],# of get responses,,,0.0
13957,ROWA,178,scalar,QBRD.client[1],# of get requests,,,3600.0
13975,ROWA,178,scalar,QBRD.client[1],# of committed put,,,280.0
13979,ROWA,178,scalar,QBRD.client[1],# of aborted put,,,3320.0
13958,ROWA,178,scalar,QBRD.client[2],# of put requests,,,3600.0
13976,ROWA,178,scalar,QBRD.client[2],# of committed put,,,252.0
13978,ROWA,178,scalar,QBRD.client[2],# of get responses,,,0.0
13984,ROWA,178,scalar,QBRD.client[2],# of get requests,,,3600.0
13985,ROWA,178,scalar,QBRD.client[2],# of aborted put,,,3348.0
13956,ROWA,178,scalar,QBRD.client[3],# of put requests,,,3600.0
13967,ROWA,178,scalar,QBRD.client[3],# of get requests,,,3600.0
13968,ROWA,178,scalar,QBRD.client[3],# of get responses,,,0.0
13969,ROWA,178,scalar,QBRD.client[3],# of aborted put,,,3350.0
13989,ROWA,178,scalar,QBRD.client[3],# of committed put,,,250.0
13970,ROWA,178,scalar,QBRD.client[4],# of get responses,,,0.0
13971,ROWA,178,scalar,QBRD.client[4],# of committed put,,,242.0
13973,ROWA,178,scalar,QBRD.client[4],# of get requests,,,3600.0
13977,ROWA,178,scalar,QBRD.client[4],# of aborted put,,,3358.0
13987,ROWA,178,scalar,QBRD.client[4],# of put requests,,,3600.0
14035,ROWA,179,config,,,**.CLIENTS_NUMBER,5,
14056,ROWA,179,config,,,*.client[*].PUT_INTERVAL,1000ms,
14058,ROWA,179,config,,,*.client[*].KEYSPACE_SIZE,1,
14021,ROWA,179,scalar,QBRD.client[0],# of put requests,,,3600.0
14022,ROWA,179,scalar,QBRD.client[0],# of get requests,,,3600.0
14023,ROWA,179,scalar,QBRD.client[0],# of get responses,,,0.0
14024,ROWA,179,scalar,QBRD.client[0],# of aborted put,,,3600.0
14025,ROWA,179,scalar,QBRD.client[0],# of committed put,,,0.0
14037,ROWA,179,scalar,QBRD.client[1],# of put requests,,,3600.0
14045,ROWA,179,scalar,QBRD.client[1],# of aborted put,,,3600.0
14047,ROWA,179,scalar,QBRD.client[1],# of get requests,,,3600.0
14048,ROWA,179,scalar,QBRD.client[1],# of get responses,,,0.0
14057,ROWA,179,scalar,QBRD.client[1],# of committed put,,,0.0
14015,ROWA,179,scalar,QBRD.client[2],# of put requests,,,3600.0
14017,ROWA,179,scalar,QBRD.client[2],# of get responses,,,0.0
14018,ROWA,179,scalar,QBRD.client[2],# of get requests,,,3600.0
14019,ROWA,179,scalar,QBRD.client[2],# of aborted put,,,3600.0
14020,ROWA,179,scalar,QBRD.client[2],# of committed put,,,0.0
14010,ROWA,179,scalar,QBRD.client[3],# of put requests,,,3600.0
14014,ROWA,179,scalar,QBRD.client[3],# of get responses,,,0.0
14027,ROWA,179,scalar,QBRD.client[3],# of aborted put,,,3600.0
14028,ROWA,179,scalar,QBRD.client[3],# of committed put,,,0.0
14029,ROWA,179,scalar,QBRD.client[3],# of get requests,,,3600.0
14011,ROWA,179,scalar,QBRD.client[4],# of get responses,,,0.0
14012,ROWA,179,scalar,QBRD.client[4],# of committed put,,,0.0
14013,ROWA,179,scalar,QBRD.client[4],# of aborted put,,,3600.0
14016,ROWA,179,scalar,QBRD.client[4],# of get requests,,,3600.0
14026,ROWA,179,scalar,QBRD.client[4],# of put requests,,,3600.0
14123,ROWA,180,config,,,*.client[*].PUT_INTERVAL,500ms,
14124,ROWA,180,config,,,**.CLIENTS_NUMBER,5,
14129,ROWA,180,config,,,*.client[*].KEYSPACE_SIZE,50,
14070,ROWA,180,scalar,QBRD.client[0],# of get responses,,,0.0
14071,ROWA,180,scalar,QBRD.client[0],# of get requests,,,3600.0
14073,ROWA,180,scalar,QBRD.client[0],# of put requests,,,7200.0
14074,ROWA,180,scalar,QBRD.client[0],# of committed put,,,6658.0
14075,ROWA,180,scalar,QBRD.client[0],# of aborted put,,,542.0
14076,ROWA,180,scalar,QBRD.client[1],# of put requests,,,7200.0
14078,ROWA,180,scalar,QBRD.client[1],# of get requests,,,3600.0
14079,ROWA,180,scalar,QBRD.client[1],# of committed put,,,6691.0
14080,ROWA,180,scalar,QBRD.client[1],# of aborted put,,,509.0
14086,ROWA,180,scalar,QBRD.client[1],# of get responses,,,0.0
14081,ROWA,180,scalar,QBRD.client[2],# of put requests,,,7200.0
14082,ROWA,180,scalar,QBRD.client[2],# of get requests,,,3600.0
14083,ROWA,180,scalar,QBRD.client[2],# of get responses,,,0.0
14084,ROWA,180,scalar,QBRD.client[2],# of committed put,,,6680.0
14085,ROWA,180,scalar,QBRD.client[2],# of aborted put,,,520.0
14077,ROWA,180,scalar,QBRD.client[3],# of get requests,,,3600.0
14087,ROWA,180,scalar,QBRD.client[3],# of aborted put,,,574.0
14088,ROWA,180,scalar,QBRD.client[3],# of get responses,,,0.0
14089,ROWA,180,scalar,QBRD.client[3],# of committed put,,,6626.0
14107,ROWA,180,scalar,QBRD.client[3],# of put requests,,,7200.0
14072,ROWA,180,scalar,QBRD.client[4],# of get requests,,,3600.0
14090,ROWA,180,scalar,QBRD.client[4],# of put requests,,,7200.0
14092,ROWA,180,scalar,QBRD.client[4],# of committed put,,,6625.0
14108,ROWA,180,scalar,QBRD.client[4],# of get responses,,,0.0
14112,ROWA,180,scalar,QBRD.client[4],# of aborted put,,,575.0
14151,ROWA,181,config,,,**.CLIENTS_NUMBER,5,
14152,ROWA,181,config,,,*.client[*].PUT_INTERVAL,500ms,
14154,ROWA,181,config,,,*.client[*].KEYSPACE_SIZE,40,
14135,ROWA,181,scalar,QBRD.client[0],# of get responses,,,0.0
14137,ROWA,181,scalar,QBRD.client[0],# of aborted put,,,609.0
14138,ROWA,181,scalar,QBRD.client[0],# of committed put,,,6591.0
14141,ROWA,181,scalar,QBRD.client[0],# of get requests,,,3600.0
14148,ROWA,181,scalar,QBRD.client[0],# of put requests,,,7200.0
14134,ROWA,181,scalar,QBRD.client[1],# of aborted put,,,665.0
14136,ROWA,181,scalar,QBRD.client[1],# of committed put,,,6535.0
14145,ROWA,181,scalar,QBRD.client[1],# of put requests,,,7200.0
14146,ROWA,181,scalar,QBRD.client[1],# of get requests,,,3600.0
14147,ROWA,181,scalar,QBRD.client[1],# of get responses,,,0.0
14132,ROWA,181,scalar,QBRD.client[2],# of get requests,,,3600.0
14139,ROWA,181,scalar,QBRD.client[2],# of get responses,,,0.0
14149,ROWA,181,scalar,QBRD.client[2],# of committed put,,,6547.0
14150,ROWA,181,scalar,QBRD.client[2],# of aborted put,,,653.0
14159,ROWA,181,scalar,QBRD.client[2],# of put requests,,,7200.0
14130,ROWA,181,scalar,QBRD.client[3],# of put requests,,,7200.0
14133,ROWA,181,scalar,QBRD.client[3],# of get responses,,,0.0
14165,ROWA,181,scalar,QBRD.client[3],# of aborted put,,,668.0
14166,ROWA,181,scalar,QBRD.client[3],# of committed put,,,6532.0
14167,ROWA,181,scalar,QBRD.client[3],# of get requests,,,3600.0
14160,ROWA,181,scalar,QBRD.client[4],# of aborted put,,,689.0
14161,ROWA,181,scalar,QBRD.client[4],# of committed put,,,6511.0
14162,ROWA,181,scalar,QBRD.client[4],# of get responses,,,0.0
14163,ROWA,181,scalar,QBRD.client[4],# of get requests,,,3600.0
14164,ROWA,181,scalar,QBRD.client[4],# of put requests,,,7200.0
14234,ROWA,182,config,,,**.CLIENTS_NUMBER,5,
14235,ROWA,182,config,,,*.client[*].PUT_INTERVAL,500ms,
14237,ROWA,182,config,,,*.client[*].KEYSPACE_SIZE,30,
14190,ROWA,182,scalar,QBRD.client[0],# of aborted put,,,874.0
14207,ROWA,182,scalar,QBRD.client[0],# of committed put,,,6326.0
14209,ROWA,182,scalar,QBRD.client[0],# of get requests,,,3600.0
14226,ROWA,182,scalar,QBRD.client[0],# of get responses,,,0.0
14228,ROWA,182,scalar,QBRD.client[0],# of put requests,,,7200.0
14191,ROWA,182,scalar,QBRD.client[1],# of put requests,,,7200.0
14192,ROWA,182,scalar,QBRD.client[1],# of get responses,,,0.0
14193,ROWA,182,scalar,QBRD.client[1],# of committed put,,,6278.0
14194,ROWA,182,scalar,QBRD.client[1],# of aborted put,,,922.0
14206,ROWA,182,scalar,QBRD.client[1],# of get requests,,,3600.0
14195,ROWA,182,scalar,QBRD.client[2],# of put requests,,,7200.0
14196,ROWA,182,scalar,QBRD.client[2],# of get responses,,,0.0
14197,ROWA,182,scalar,QBRD.client[2],# of committed put,,,6290.0
14198,ROWA,182,scalar,QBRD.client[2],# of aborted put,,,910.0
14211,ROWA,182,scalar,QBRD.client[2],# of get requests,,,3600.0
14199,ROWA,182,scalar,QBRD.client[3],# of put requests,,,7200.0
14200,ROWA,182,scalar,QBRD.client[3],# of get responses,,,0.0
14201,ROWA,182,scalar,QBRD.client[3],# of committed put,,,6313.0
14205,ROWA,182,scalar,QBRD.client[3],# of aborted put,,,887.0
14221,ROWA,182,scalar,QBRD.client[3],# of get requests,,,3600.0
14202,ROWA,182,scalar,QBRD.client[4],# of aborted put,,,893.0
14203,ROWA,182,scalar,QBRD.client[4],# of committed put,,,6307.0
14204,ROWA,182,scalar,QBRD.client[4],# of get responses,,,0.0
14214,ROWA,182,scalar,QBRD.client[4],# of put requests,,,7200.0
14229,ROWA,182,scalar,QBRD.client[4],# of get requests,,,3600.0
14280,ROWA,183,config,,,**.CLIENTS_NUMBER,5,
14281,ROWA,183,config,,,*.client[*].PUT_INTERVAL,500ms,
14283,ROWA,183,config,,,*.client[*].KEYSPACE_SIZE,20,
14253,ROWA,183,scalar,QBRD.client[0],# of get requests,,,3600.0
14254,ROWA,183,scalar,QBRD.client[0],# of get responses,,,0.0
14255,ROWA,183,scalar,QBRD.client[0],# of committed put,,,5957.0
14256,ROWA,183,scalar,QBRD.client[0],# of aborted put,,,1243.0
14275,ROWA,183,scalar,QBRD.client[0],# of put requests,,,7200.0
14257,ROWA,183,scalar,QBRD.client[1],# of put requests,,,7200.0
14258,ROWA,183,scalar,QBRD.client[1],# of get requests,,,3600.0
14260,ROWA,183,scalar,QBRD.client[1],# of get responses,,,0.0
14262,ROWA,183,scalar,QBRD.client[1],# of committed put,,,5964.0
14263,ROWA,183,scalar,QBRD.client[1],# of aborted put,,,1236.0
14264,ROWA,183,scalar,QBRD.client[2],# of put requests,,,7200.0
14265,ROWA,183,scalar,QBRD.client[2],# of get requests,,,3600.0
14266,ROWA,183,scalar,QBRD.client[2],# of get responses,,,0.0
14267,ROWA,183,scalar,QBRD.client[2],# of committed put,,,5892.0
14268,ROWA,183,scalar,QBRD.client[2],# of aborted put,,,1308.0
14251,ROWA,183,scalar,QBRD.client[3],# of committed put,,,5894.0
14252,ROWA,183,scalar,QBRD.client[3],# of put requests,,,7200.0
14259,ROWA,183,scalar,QBRD.client[3],# of get responses,,,0.0
14269,ROWA,183,scalar,QBRD.client[3],# of get requests,,,3600.0
14271,ROWA,183,scalar,QBRD.client[3],# of aborted put,,,1306.0
14250,ROWA,183,scalar,QBRD.client[4],# of aborted put,,,1369.0
14272,ROWA,183,scalar,QBRD.client[4],# of put requests,,,7200.0
14285,ROWA,183,scalar,QBRD.client[4],# of committed put,,,5831.0
14286,ROWA,183,scalar,QBRD.client[4],# of get responses,,,0.0
14287,ROWA,183,scalar,QBRD.client[4],# of get requests,,,3600.0
14326,ROWA,184,config,,,**.CLIENTS_NUMBER,5,
14351,ROWA,184,config,,,*.client[*].PUT_INTERVAL,500ms,
14353,ROWA,184,config,,,*.client[*].KEYSPACE_SIZE,10,
14310,ROWA,184,scalar,QBRD.client[0],# of get requests,,,3600.0
14314,ROWA,184,scalar,QBRD.client[0],# of committed put,,,4876.0
14315,ROWA,184,scalar,QBRD.client[0],# of aborted put,,,2324.0
14322,ROWA,184,scalar,QBRD.client[0],# of get responses,,,0.0
14344,ROWA,184,scalar,QBRD.client[0],# of put requests,,,7200.0
14316,ROWA,184,scalar,QBRD.client[1],# of put requests,,,7200.0
14317,ROWA,184,scalar,QBRD.client[1],# of get requests,,,3600.0
14318,ROWA,184,scalar,QBRD.client[1],# of get responses,,,0.0
14319,ROWA,184,scalar,QBRD.client[1],# of committed put,,,4829.0
14320,ROWA,184,scalar,QBRD.client[1],# of aborted put,,,2371.0
14313,ROWA,184,scalar,QBRD.client[2],# of get requests,,,3600.0
14321,ROWA,184,scalar,QBRD.client[2],# of put requests,,,7200.0
14323,ROWA,184,scalar,QBRD.client[2],# of committed put,,,4803.0
14345,ROWA,184,scalar,QBRD.client[2],# of get responses,,,0.0
14350,ROWA,184,scalar,QBRD.client[2],# of aborted put,,,2397.0
14312,ROWA,184,scalar,QBRD.client[3],# of get responses,,,0.0
14324,ROWA,184,scalar,QBRD.client[3],# of aborted put,,,2494.0
14347,ROWA,184,scalar,QBRD.client[3],# of committed put,,,4706.0
14348,ROWA,184,scalar,QBRD.client[3],# of put requests,,,7200.0
14362,ROWA,184,scalar,QBRD.client[3],# of get requests,,,3600.0
14337,ROWA,184,scalar,QBRD.client[4],# of put requests,,,7200.0
14338,ROWA,184,scalar,QBRD.client[4],# of get requests,,,3600.0
14339,ROWA,184,scalar,QBRD.client[4],# of get responses,,,0.0
14340,ROWA,184,scalar,QBRD.client[4],# of committed put,,,4753.0
14341,ROWA,184,scalar,QBRD.client[4],# of aborted put,,,2447.0
14374,ROWA,185,config,,,*.client[*].KEYSPACE_SIZE,5,
14413,ROWA,185,config,,,*.client[*].PUT_INTERVAL,500ms,
14414,ROWA,185,config,,,**.CLIENTS_NUMBER,5,
14375,ROWA,185,scalar,QBRD.client[0],# of get requests,,,3600.0
14376,ROWA,185,scalar,QBRD.client[0],# of put requests,,,7200.0
14408,ROWA,185,scalar,QBRD.client[0],# of aborted put,,,4073.0
14409,ROWA,185,scalar,QBRD.client[0],# of committed put,,,3127.0
14410,ROWA,185,scalar,QBRD.client[0],# of get responses,,,0.0
14377,ROWA,185,scalar,QBRD.client[1],# of committed put,,,3133.0
14379,ROWA,185,scalar,QBRD.client[1],# of get responses,,,0.0
14380,ROWA,185,scalar,QBRD.client[1],# of aborted put,,,4067.0
14391,ROWA,185,scalar,QBRD.client[1],# of get requests,,,3600.0
14394,ROWA,185,scalar,QBRD.client[1],# of put requests,,,7200.0
14372,ROWA,185,scalar,QBRD.client[2],# of put requests,,,7200.0
14383,ROWA,185,scalar,QBRD.client[2],# of get requests,,,3600.0
14384,ROWA,185,scalar,QBRD.client[2],# of committed put,,,3010.0
14385,ROWA,185,scalar,QBRD.client[2],# of aborted put,,,4190.0
14396,ROWA,185,scalar,QBRD.client[2],# of get responses,,,0.0
14378,ROWA,185,scalar,QBRD.client[3],# of committed put,,,2966.0
14386,ROWA,185,scalar,QBRD.client[3],# of get requests,,,3600.0
14387,ROWA,185,scalar,QBRD.client[3],# of get responses,,,0.0
14388,ROWA,185,scalar,QBRD.client[3],# of put requests,,,7200.0
14389,ROWA,185,scalar,QBRD.client[3],# of aborted put,,,4234.0
14390,ROWA,185,scalar,QBRD.client[4],# of committed put,,,2888.0
14392,ROWA,185,scalar,QBRD.client[4],# of put requests,,,7200.0
